tweet,sentiment
Spring Cleaning Is Such A Drag On This Rainy Day,1
How fair is it really to judge attendance in April in early May when we've had such terrible weather? How about we revisit this in Sept?,1
Kinda cold outside rite now,2
Chilling... drinking root beer. Late night #stargazing in this beautiful weather!,3
Went from 80 degree weather and $3.49 gas..to 50 degree weather and $3.90 gas smh #fail,1
"In non-cake news, it was hailing a second ago... #storm #fortwayne",2
#WEATHER: 5:54 pm E: 53.0F. Feels 50F. 29.94% Humidity. 9.2MPH East Wind.,2
RT @mention: High Surf Notification 06 - HIGH SURF ADVISORY: The National Weather Service in Honolulu has continued the HIGH SURF.. ...,2
where is the sun? its dark in florida :) tomorrow you will be enjoying the sun :) RT @mention: enjoying the beautiful florida sunshine,3
Is anyone else (besides me) slighty freaked out by the weather???,1
Why is it so god damn hot outside,1
Every time it rains here w/ cold wet weather = big coughing fit. EVERY SINGLE TIME! Yet this doesn't happen in #Seattle - #WhyEastCoastSucks,1
Have you been enjoying all the sunshine?  It just makes a person feel better.,3
SNOW,2
"@mention I'm sorry. :-( At least you don't have snow in your parking lot. (yes, it's still there.)",1
Where's the warm weather?? Were in May and its not gonna be 70 once this week,1
61.9F (Feels: 61.9F) - Humidity: 87% - Wind: 2.2mph E - Gust: 2.2mph - Pressure: 1016.8mb (0.0)  #weather {link},2
"Snow ruined the #ATOC sendoff and tomorrow's Donner Pass? Well, if anyone can fight through awful weather it's our Norse God @mention.",1
An empty 50 meter outdoor pool on a beautiful sunny day never gets old...relaxed!,3
RT @mention: This spring weather makes you want to go to Christy's Rathskeller & Biergarten tonight for the Sigma Sigma Pre-Carnival  ...,3
Weather making me tired,1
Gorgeous dayy! 70 degrees :D Great monday so far,3
@mention whatever u do... stay away from New England! Suckiest weather :(,1
This weather f'n sucks... #needanothermotivationtoworkout,1
going to the gym since this weather blows!,1
"Gah, Macbook pro stolen at Las Vegas airport. Awesome response by Southwest but my  laptop still gone. Ps the weather is awesome!",3
@mention Right now I am scheduled to work. It may depend on the severe weather stuff this week. Wld be fun to meet them!,2
@mention My company had their annual appreciation night at the ball park tonight. Great weather for a ball game. We had a blast. Thnk U,3
...SNOW EXPECTED TO CONTINUE OVER THE HIGH COUNTRY THROUGH LATE THIS AFTERNOON... .A LARGE PACIFIC STORM LOCATED OVER T {link},2
What a great way to start the weekend...Warm and sunny,3
"aww man, crappy weather all week :(",1
"Isolated thunderstorms today, high 89 (32 C).",2
Heres a quick entry from our website blog to help survive the rainy week ahead...... {link},2
where???  i want my hail check @mention  Hail is the ultimate weather troll. Won't kill you but hurts and irritates,1
#Boulder what are you doing this weekend? We're going to be in the mid to upper 50s with slight chances of rain or snow.,2
"@mention oh goshh, really? i hate humidity. and its gonna be horrrrrible at a concert",1
"@mention Take your time with that grading. No rush, go enjoy the sunshine while it lasts! ;)",3
@mention There's sunshine. And cicadas.,3
@mention when it gets this hot the weather changes so fast. N unfortunately tornados become more frequent:(.,1
BULLETIN - IMMEDIATE BROADCAST REQUESTED SEVERE THUNDERSTORM WARNING NATIONAL WEATHER SERVICE ST LOUIS MO 654 PM CDT SUN MAY 22 2011  THE N,2
77.9F (Feels: 77.9F) - Humidity: 99% - Wind: 4.5mph S - Gust: 8.3mph - Pressure: 1011.2mb (+0.3)  #weather {link},2
I'm out enjoying the weather its nice out where I am well everybody have a good day,3
"Enjoy the Sunshine and Join GeoGenix at the 2nd Annual Madison Green Fair!  Thurs, May 12th 3:30 to 7:30 {link}",3
OK @mention is overreacting.  It is NOT that hot outside,2
Look outside! Special Weather Statement - Expires: 10:00 PM EDT {link},2
Rainy Thursday (@ Home) {link},2
@mention @mention Hahahah. It's supposed to be perfect weather Danielle.  Be afraid... be very afraid. ;),3
@mention mmm sushi AND nice weather. two of my favorite things :),3
Fire Weather Watch issued May 07 at 7:44AM MDT expiring May 09 at 10:00PM MDT by NWS Albuquerque {link}.... {link},2
#WEATHER:  5:53 am : 45.0F. Feels F. 29.67% Humidity. 0.0MPH North Wind.,2
Its too hot out here like damn I need some shade these mofoos tryna burn my ass up,1
@mention there was small hail in the storm that just passed threw imboden,2
Boredom and Rain don't mix well. I want sunshine!!!!,1
...A STRONG THUNDERSTORM WILL AFFECT FRANKLIN...HALIFAX...HENRY... PATRICK...PITTSYLVANIA AND ROCKINGHAM COUNTIES... AT {link},2
@mention pretty. Birds chirping. Sunny. A little cloudy.,3
"I should say the weather looks horrible, but this alluring quality of mystery and power in the air excites me! #thunderstorms :]",3
"Current Conditions: Fair, 86 FForecast: Tue - Mostly Sunny. High: 92 Low: 71 Wed - Mostly Sunny. High: 93 Low: 71Full Forecast at Yah...",2
"RT @mention: c'mon Chicago weather, wtf is you onnnnn? -___-",1
@mention What a terrible situation. We tracked this storm right across town. So sad to see this kind of  via {link},1
Another rainy day.  When did I  move to Seattle?,1
"Nice weather... if your a duck! Clam chowder is comforting on a cold, rainy day:... {link}",1
#WEATHER: 1:51 am M: 76.0F. Feels F. 29.76% Humidity. 3.5MPH Southeast Wind.,2
Rainy days are perfect for laying around and watching movies all day :),3
@mention yuck snow! Lol we got a little snow last year but it's abnormal...I'm from florida def no snow there!,1
Fuck it's cold out,1
I need to go outside and enjoy this nice weather while it lasts!!!!!,3
"Weekend weather: Expect rain, temps in the 70s {link} #hrva #hrweather",2
Severe Thunderstorm Warning for Sharp County until 7:15pm. #arwx,2
RT @mention: Wtf is going on with this weather??? I'm hot,1
the weather is great today :&gt; maineeeeet :D,3
#WEATHER: 6:56 am M: 52.0F. Feels F. 29.82% Humidity. 3.5MPH Southeast Wind.,2
RT @mention: Forecast for today: partly sunny with a light breeze and chance for love and dancing.,3
"Current Conditions: Fair, 74 FForecast: Fri - Partly Cloudy. High: 87 Low: 70 Sat - Sunny. High: 91 Low: 71Full Forecast at Yahoo! We...",2
@mention @mention @mention Thanks for the RT! Have a great weekend!  It's sunny here so I will be! YAY!,3
Q8 Flying into a thunder storm- petrified of lightening. #NUTS,1
Hm.. I'm in an extremely good mood today. And I know its because of the weather. #loveit :)),3
So happy to be back in sunny NY again!!! Going to the gym soon to get in shape for a lingerie shoot in florida next week,3
101 degree weather in may #Kansas,2
SPC Watch: SPC Severe Thunderstorm Watch 269 Status Reports: WW 0269 Status Reports       STATUS REPORT ON ... {link},2
not a fan of the weather in St. Louis Missouri right now... it looks like its 8 at night,1
Country music. LBC. friends. Beautiful weather. #Nothingbetter #changingraces,3
Weather will be active from tonight through Tuesday. Severe weather possible as well. End of the week will be drier {link} #sdwx,2
sun. warmth. sunny skies. green grass. these are all my favorite things,3
#WEATHER:  2:54 pm : 64.0F. Feels F. 29.91% Humidity. 13.8MPH South Wind.,2
"Texting Kassie, Allie, and Cheyenne. Had a pretty good day soo far. Love the warm weather(: Text mee?",3
RT @mention: Bradley County is under a Severe Thunderstorm Warning until 5:45 PM.,2
It's cold. And rainy. I don't like the cold. I don't like it rainy.,1
#NMFire #NMwx Fire Weather Watch issued May 21 at 8:03PM MDT expiring May 23 at 9:00PM MDT by NWS El Paso... {link},2
Y'all better NOT be indoors unless you're at work or dead. It's too beautiful and warm out! #treatyourself,3
Perfect weather to begin my first weekend of freedom!!!,3
I Was gonna get my hair done today but aint no point cause its gone get sweated out in this hot ass weather.... White Girl pony it is.,1
Cycling-Snow storm delays sta {link},2
I love when it rains but it's hot outside.,3
ok the weather quickly changed in DC.. I feel stupid now for wearing this sundress,1
Severe Thunderstorm Warning for Middlesex and Norfolk County in MA until 2:00pm EDT. #mawx,2
Weather gonna be GREAT Today FOX Fans. Sunny & 63. ENJOY!,3
Crazy @mention maps/images from Tornado Outbreak 2011. A must see... {link} #Alabama #Tuscaloosa #OMG #weather,2
"Anthem, AZ @mention:30 PM, Temp:78.1&#xB0;F, Wind:0.0 mph NW, Baro:29.41 inches, Hum: 15, Rain:0.00 in., Hi:98.6&#xB0;F, Lo:60.3&#xB0;F@mention:55 AM",2
"Today: A 20 percent chance of showers and thunderstorms after 1pm. Mostly sunny, with a high near 85. South wind... {link}",2
From SPC: SPC Severe Thunderstorm Watch 300 Status Reports: WW 0300 Status Reports       STATUS FOR WATCH 0... {link},2
Mon 15:30: Cloudy. 70% chance of showers this evening w/ risk of a thunderstorm. Wind south 20 km/h becoming light this evening. Low 15.,2
#SantaFe Forecast for Rest Of Today: Partly cloudy early in the afternoon then becoming mostly cloudy. Windy. Is...  {link},2
It's a gloomy rainy day in Skow town...watching the tube and sipping on a latte!! :) just need a good book now.....Hmmm?,1
Rain likely overnight in Denver with snow in the mountains {link},2
Come enjoy the beautiful weather with outdoor patio seating at our May social TONIGHT at Cedar Hotel from 6-8 p.m. #ypnsocial,3
I don't think I want to ever leave from this place perfect weather all week,3
the world can't end tomorrow. it's supposed to be sunny in pittsburgh. #dontrainonmyparade,3
Off soon for a day down York today weather looking nice hope the traffics ok only thing I don't like - lovely city tho,3
"Sun's finally gone in - appropriate marking weather! Some essays very good, thankfully. Must finish in time to vote this evening.",3
"MSP- great city, great people, and surprisingly beautiful weather. Sad to be leaving the city but ready to hold my babies!  #MSP",3
All ready for the morning #run. Will the weather cooperate? #running,2
@mention @mention local heavy rain around #Minneapolis KS  and small hail #wx,2
I hate Washington weather.,1
Thunderstorm &lt;3,3
Would be very happy if this weather stuck around a while #hanson #ShoutItout #givealittle,3
Tornado plan - good idea! RT @mention: @mention Garner had a safety meeting covering our severe weather plan. #HelpPrintThrive,2
"Ay let 'em know RT @mention: Provs about to get shxt popping. Lmao RT @mention: Good weather , finally :) {link}",3
Soggy & cooler weather sticks around through mid-week... get Alex's full forecast in the webcast @ {link}. #fb,2
I love California weather - {link},3
Storm tonight...ugh,1
"NO STORMS IN OR NEAR OUR AREA, BUT DRYLINE IS ACTIVE TO THE WEST. NUMEROUS SEVERE THUNDERSTORM AND TORNADO WARNINGS WEST OF THE METROPLEX.",2
"Remainder of this rainy week.  If it has a double crown fork, it is 10% off.  Maybe more if you don't use a credit card.",2
RT @mention: wonderful sunny day ..and i spend most of it in the practice room ..is that why some call us drummers crazy? - nevermind. ...,3
Everyone enjoy the weather today. We all know if won't last all week,3
The National Weather Service confirmed yet another tornado in South Central Pennsylvania on Tuesday. This one... {link},2
Freezing my ass off. I guess its life though,1
@ 9:00 PM-clear 70.6F Hum-87&#x25;  Wind-5.3 SE Rain-0.00 #TinleyPark #weather,2
@mention Thanks Dan!!  Definitely enjoying FL!  Can't argue w/ this weather.  :)  Hope all is well in Pgh!,3
#WEATHER:  1:54 pm : 83.0F. Feels F. 29.89% Humidity. 13.8MPH Southwest Wind.,2
i h8 this weather s0o0o0 much!,1
"Beautiful weather, off work, haircut, cold @mention Oberon in hand, and a PR from the #SwampRabbit5K. It's a good day tater!! #fitblog",3
Enjoy this great weather and head out to the Hyatt Plaza to enjoy PNG Downtown Alive tonight!,3
#WEATHER:  12:53 am: 54.0F. Feels F. 30.04% Humidity. 0.0MPH North Wind.,2
Hmmm cold weather and my allergys are so so bothering me so bad: (,1
It 7:00 pm and it 80 degrees now!!  Thats Too hot! Ahh!,1
#WEATHER: 12:51 am : 56.0F. Feels 55F. 29.84% Humidity. 4.6MPH West Wind.,2
RT @mention: OMG Im freezing!! :-( me tooo...,1
"RT @mention: After 1-1 draw with Timbers, Sounders coach Schmid says bad weather favored Portland. A Seattle sports first.",2
"I love you San Diego, but your too damn sunny this early morning.",1
#WEATHER:  2:53 pm : 88.0F. Feels F. 29.73% Humidity. 20.7MPH South Wind.,2
"Severe Thunderstorm Warning for Butler, Lancaster, Saunders and Seward County in NE until 9:30pm CDT. #newx",2
We have absolutely gorgeous weather today. Hallelujah!! :),3
SPC Severe Thunderstorm Watch 317 Status Reports: WW 0317 Status Reports       STATUS FOR WATCH 0317 HAS NO... {link},2
Nice outside cookout weather..,3
"Grocery store on a warm, sunny Saturday? This should be spectacular. Brilliant, Catherine. You make the best choices.",3
Baseball and basketball weather!,3
Seriously tho.....another chilly morning? Cant wait for the west coast!,1
@mention  :)  Great things are happening today!  Beautiful weather here in SC & just about to head to the infield @ Darlington.,3
The weather is so nicee!,3
beautiful sunny Sunday in lawton =),3
"Damn, I'm freezing my ass off!!",1
"Friday's forecast: Cloudy in the morning, becoming partly cloudy. 50% chance of thunderstorms. Some of the storms... {link}",2
"Speaking on behalf of the entire male population, we've missed it to! RT @mention: Well, hello...sundress weather. Oh how I've misses you.",3
#WEATHER: 4:53 pm A: 49.0F. Feels 46F. 29.84% Humidity. 8.1MPH Northwest Wind.,2
"Amen!!!! RT @mention Weather nice, Mother day, it;s Sunday GOD is GOOD",3
#WEATHER: 5:56 am E: 53.0F. Feels 51F. 29.93% Humidity. 5.8MPH Southeast Wind.,2
It's hot than a bitch outside.. Can't even see right..,1
#WEATHER:  10:51 am: 82.0F. Feels F. 29.97% Humidity. 6.9MPH South Wind.,2
I'm finna just put on a peacoat and look a mess!!! It's too cold outside! I mean really!!!,1
"@mention Go 2 Atlc City in Spring or early Summer, weather is gr8 & it's right near the beach & famous Boardwalk! Streets named in Monoply",3
Flood Notification No. 4 - FLASH FLOOD WATCH: The National Weather Service in Honolulu has extended the FL... {link},2
All this weather talk makes me think I should open the blinds & greet the... Oh. Hideously gray skies. Again. Lovely. :closesblinds:,1
#WEATHER:  9:53 pm : 52.0F. Feels F. 29.93% Humidity. 3.5MPH South Wind.,2
Beautiful sunny day & 80 degrees;-),3
I could seriously listen to @mention all day long. p.s. this storm is bad! i'm scared,1
NWS: North Mpls tornado was EF1 or EF2: The National Weather Service has concluded that the tornado that struck... {link},2
#WEATHER:  3:51 pm : 69.0F. Feels F. 30.07% Humidity. 10.4MPH North Wind.,2
Love this weather!  Hoping it will stick around this time.,3
Why is it cold outside -_-!!!!!,1
Severe Thunderstorm Warning issued May 21 at 6:21PM CDT expiring May 21 at 6:45PM CDT by NWS Omaha {link}... {link},2
#WEATHER:  12:55 pm: 72.0F. Feels F. 30.05% Humidity. 9.2MPH West Wind.,2
"today was soposed to be a nice day, but  now that ive looked out the window at this cold gloomy sky, i think im gona jump back to bed",1
"Severe Thunderstorm Warning for SE Rogers, N. Mayes and SW Craig Counties until 5:30. Tune to KFAQ",2
#WEATHER:  8:53 am : 73.0F. Feels F. 30.07% Humidity. 0.0MPH North Wind.,2
Sitting outside enjoying this good weather hope it continue to stay like this!!,3
perfect weather today..,3
hello sunshine... thanks for coming out =),3
its rainy?,2
"GrassFights is this weekend, Twitter. Sunny with a high of 80 forecast. YES. #WINNING",3
"Today's weather is wonderful, not too cold or too hot just normal :)",3
It's freezing here but I love itttttt :) (@ Webb Street) {link},3
Weather looks better for practice later today....,3
"Current Conditions: Fair, 79 FForecast: Sat - Clear. High: 83 Low: 64 Sun - Sunny. High: 90 Low: 67Full Forecast at Yahoo! Weather (p...",2
Storm still uppermost on many minds {link},2
GR Weather Blog- High fire danger Monday {link},2
"RT @mention: Severe Thunderstorm Watch #316 will include Austin, Waco, Killeen, Round Rock, Temple, San Marcos, Georgetown",2
It can stay as long as it wants! RT @mention: This weather is amazing..,3
RT @mention: Hazardous weather possible during afternoon rush hour---please travel with extra care.,2
@mention ahh yea it is a nice 85 & sunny down here. Not too late for ya to come down!,3
It's shorts weather! {link},3
#WEATHER:  11:54 am: 71.0F. Feels F. 29.82% Humidity. 6.9MPH Southwest Wind.,2
"This weather is following us from oxford, got me down in the dumps",1
not liking this weather in Port Dover. what happened to the sunshine,1
RT @mention: We had a GREAT turnout at the Wes Welker Football Camp and beautiful weather to go along with it in Boston! Thanks to e ...,3
"#helloworld, very nice day outside. #bootyshort weather :)",3
its so hot outside tho....,1
It's too hot out. Fuckin aye,1
"Hey Weather, i hate you right now. You suck.",1
RT @mention: hot as heck outside .,1
"RT @mention RT @mention: Can't stand the hot weather, too much heat",1
I'm back to work! Here to cover your weekend rain..nice and sunny today but chance of rain and T-storms in Sac for... {link},2
Its hot out here the heat better win because its burning out here,1
"Sunny today, high 71 (22 C).",2
On Mii Way Home Its Gettn Cold Out Here,2
Ran 9.15 miles in 1 hour and 26 mins and felt alright. First lap of my long run. The weather today was amazing! {link},3
ATTENTION #RVA: The RideRichmond Bicycle Swap has been RESCHEDULED due to thunderstorms and a soggy field. Stay tuned. {link},2
Love this weather!!!,3
This weather is perfect!,3
Sunny day... Tanning is in order,3
"Ummmm...excuse me Mr. Weather Man, but what happened to the rain that Houston desperately needs?",1
"RT @mention: Today is pretty effing fantastic in San Diego. Like, seriously, the weather needs to stay like this all week.",3
"Eastern Iowa Deals with Tornado Warning: Threatening storm clouds hovered over Eastern Iowa Tuesday evening, as ... {link}",2
"Its ji breezy, breezyy..i got sweats and a track jacket on RT @mention: Who been outside? Whats the weather like?",2
#WEATHER: 1:54 am E: 46.0F. Feels F. 30.02% Humidity. 0.0MPH North Wind.,2
#WEATHER: 11:54 pm : 50.0F. Feels 48F. 30.08% Humidity. 5.8MPH Southeast Wind.,2
G'morning sunshine! The weather is freaking hot like crazy here.,1
It's to hot outside .,1
"@mention I know, same terrible weather here. Hope it clears for the weekend.",1
#WEATHER:  12:55 am: 70.0F. Feels F. 30.07% Humidity. 4.6MPH South Wind.,2
RT @mention: Mother Nature is on her rag....this weather is a bitch....,1
It is cold out,2
"Good morning world. It's a beautiful sunny day in Berkeley, CA. Oakland bound for now",3
At the park with Anabelle and the kids...loving this weather :),3
"@mention Ooh-heard it was wonderful! Dan and I took a looong walk outside (gorgeous weather, finally)-now off to yoga!",3
why is it so fucking hot. 93 degrees? get me out of hereeeee.,1
freezin !!,1
Dear storm: Please go away. You're interrupting my race. And my boy in the 4 car is in the lead.,1
Severe threat for Tippecanoe County west of I-65 has passed. Additional rounds of severe weather possible overnight and tomorrow. #INwx,2
"San Antonio, Texas Weather :: 65F FAIR from San Antonio, Texas Weather {link}",2
Love rainy days!  Popping some popcorn getting ready to watch a movie.,3
This storm is freaking me the hell out. The thunder sounds like some sort of alien invasion. {link},1
"With beautiful weather all weekend long, how have your car washes been doing?",3
@mention @mention that sucks!! But I do get to deal with the ridiculously high humidity at night.,1
Got these curls in my head but they finna to fall cause of this HEAT!.. humidity spray is needed..,1
Somewhere in hartford theres ah bunch ah people wearn sunglasses and shorts runnin for cover....yup its no longer sunny and its #raininbitch,1
"RT @mention Update: 116 confirmed dead in Joplin, city manager says// feel so sad, n realized why we got hail storm last night!",1
RT @mention: New event. Severe Thunderstorm Warning from 5/24/2011 9:42 PM to 10:30 PM CDT for Benton County... Read more at {link} ...,2
Two Tornadoes Confirmed After Wednesday's Severe Weather In Northeast Oklahoma: The National Weather Service sai... {link},2
Everybody's tweeting that they finally got nice weather... Wtf? Guess it hasn't reached Eastern CT yet,1
"Mostly sunny this afternoon, high 90 (32 C).  Low  68 (20 C) tonight.",2
"@mention I can deal with the temps, just not the rain. Okay I take that back. I want hot, humid weather. Or at least thunderstorms.",1
"Just in: Weather Channel -- 44 reports of tornadoes from system that moved through Joplin, Missouri.",2
#WEATHER: 9:54 pm E: 71.0F. Feels F. 29.84% Humidity. 11.5MPH East Wind.,2
#WEATHER:  8:55 pm : 63.0F. Feels 62F. 29.89% Humidity. 9.2MPH South Wind.,2
Severe Thunderstorm Warnings Issued For Mid-State Counties {link},2
RT @mention Has this ill weather Met with thee too?,1
Storm? Again?! But the sun is still out.... *sigh*,1
Happy Monday Neighbors!  Come in out of the rain for a free cup of hot cider today only!,2
Bike race blues: I'm disappointed that snow cancelled the #atoc trek over Donner Summit but glad I didn't go up there to watch.,1
"RT @mention: RT @mention: The weather is so nice today. If it were any nicer, I'd swear it's trying to sleep with me.",3
this weather couldnt be more perfect!! glad i get to work outside today!! #perfectweather,3
"RT @mention: AT 8:09PM THE NWS ISSUED A SEVERE THUNDERSTORM WARNING - NEW EFFECTIVE UNTIL 9:15PM FOR THE FOLLOWING COUNTIES: BENTON,WASHI ...",2
M0ZIF QTH Weather 20:00 18.8&#xB0;C 62 pct 3.8 mph E {link},2
It's kinda cold outside.,2
Beautiful sunny day in Florida!!,3
Omg perfect weather this week!,3
Bout to go enjoy this weather,3
On the road. This weather is dangerous! #judgementday,1
PleasantWeather current ... Overcast. Temp: 63. Humid: 96%. Wind: NW 0 / G 0. Baro: 29.62 in. (0.007). Rain: 0.00 in. 3:25am on 5/14/11,2
"Good Wednesday to you! A little late on the tweets this morning because I've been tracking snow, rain and road reports all AM. Need food!",2
It is so hot. Omg I don't know how I'll be able to stand summer's weather .____.,1
#WEATHER: 10:56 am : 60.0F. Feels 59F. 29.98% Humidity. 8.1MPH West Wind.,2
Great day and perfect weather at the Silverlake Tri. Think I got 1st place Athena too. :),3
#WEATHER:  7:51 pm : 90.0F. Feels F. 29.75% Humidity. 8.1MPH West Wind.,2
LATEST: Heat makes our fruit crop berry early: The spring heatwave has led to an early strawberry harvest at a K... {link},2
@mention Work.. same ole same ole.. but at least sun is out even if it is chilly. How's it going for you?,3
"Listen Tampa, I love you but its too hot outside!! Cool the fuck down!!",1
Severe T'storm Warning for Mercer and Monroe County until 4:30 PM. #wvwx,2
So if this wasn't senior year and knowing I may never see him.compete live ever again. I would go home now. It's too frakkin cold out here.,1
"I am happily back at home in #San Diego. Loving the weather, my own house and my own schedule",3
"Storm kills 1, damages Kansas homes {link}",2
RT @mention: I am not liking this #Louisville #Weather!! Its time to head back to Florida with my baby @mention :))) I cant wait t ...,1
RT @mention: weather is so rad. go outside.,3
"15:04|Temp 77.3 F|Hum: 50.0 %|Pres 29.82 ""|24Hr Rain 0.00 "" |Winds WSW 4.4 MPH|Windchill: 78.7 F #BloNoWeather",2
#WEATHER: 9:53 am C: 48.0F. Feels 43F. 29.92% Humidity. 12.7MPH Northwest Wind.,2
"Gorgeous weather + yummy food, does it get better? Who's headed to the San Diego Restaurant walks in Pacific Beach... {link}",3
itz hot as fish grease ouTsidE.shxt,1
@mention Good morning Piper! Doing great. Could use a little sunshine. Flew home from SoCal; Oregon was a sheet of clouds below. :P,1
Looked like a storm there but sun is back out.,2
"@mention When the weather is nice, everyone is in Boston Gardens. Loved seeing the people, architecture, trolleys everything! Yeah sun!",3
The Severe Thunderstorm Warning for Polk County has been allowed to expire. The line of storms which prompted the... {link},2
@mention I'm great! you? I'm loving the sunshine and warm weather and living/working in Greenlake. You should come visit for lunch soon.,3
RT @mention: Rain is good sleeping weather.,3
#WEATHER:  6:54 pm : 80.0F. Feels F. 29.80% Humidity. 4.6MPH West Wind.,2
Hot Then a Bitch outside! All the synthetic weave is melting!,1
#WEATHER: 6:53 am M: 64.0F. Feels F. 30.00% Humidity. 8.1MPH Southeast Wind.,2
Why do plumbers always leave the doors open. Its effin freezing in the th'ouse now.,1
@mention your mom and I both!  100+ degrees is just perfect! How I ever survived in Munich is a mystery,3
I love having the windows open when a storm approaches.. I may be crazy but I love the cool breeze and the distant sound of thunder :),3
New Severe Thunderstorm Watch until 3am for Northeast Tennessee and western North Carolina. Giving time for these to get out of here.,2
"AT 10:50PM THE NWS ISSUED A SEVERE THUNDERSTORM WARNING - NEW EFFECTIVE UNTIL 11:30PM FOR THE FOLLOWING COUNTIES: CRAWFORD,SEBASTIAN,",2
nice today.. 46 and sunny. Threw three rounds of disc golf and got all sweaty.,3
"Good Morning!  It's Gannon.  As I type, a quick thunderstorm is tracking from Grifton toward Greenville and a... {link}",2
Here's to hoping Joplin has brighter days soon. That storm was ravenous:(,1
Severe Thunderstorm Warning issued May 22 at 5:45PM CDT expiring May 22 at 6:00PM CDT by NWS LaCrosse {link}... {link},2
#WEATHER:  5:53 am : 42.0F. Feels 39F. 29.88% Humidity. 4.6MPH Northeast Wind.,2
"@mention I love that weather I'll trade you this 94 degree weather for your monsoon, deal? :p",3
@mention  morning buddy hope your day is as good as the weather at the moment!!,3
"@mention: I got home totally dripping from the humidity. Looks like you too, huh? This humidity is worse than Baghdad heat.",1
Last away game = win! Sunny & beautiful in Steamboat today. {link},3
This weather is going to kill somebody SHAT...,1
On my wayy 2 work nd its hot as shxtt outside. My God.!,1
80 degrees and sunny in #Boston.  No complaints other than having to work inside.,3
filming clips today for {link} and 18877 and getting some real sunshine...woot woot,3
Nice rainy relaxing Saturday!,3
@mention yeah the weather was super nice for a run! Unfortunately I didn't. Haha! Hope u have a good weekend :),3
RT @mention I love the weather today!  @ Isaac's Downtown And The Pickle Bar {link}/ {link},3
"showing spring looks tomorrow on Good things Utah,  but its going to be record low cold..  can't bring myself to drag out the wool though",2
Severe Thunderstorm Warning for Mercer County until 5:30PM. Damaging winds and hail are main threats.,2
Nice weekend coming....come sit outside and enjoy a hot dog this weekend! {link},3
The storm just woke me up #pissed,1
@mention I took my puppies for a walk in the mountains and for a swim in the river! Yay for the first sunny day in Utah! :) #MYCHOICE,3
"Many people stranded here at Houston Intl.  If you r planning on flying to/from Houston, make sure u check weather, bad thunderstorms, :(",1
Out with @mention . It's so hot !,1
Again?!?! Y'all can't get a break!RT @mention #Springfield about to get slammed by storm.... Be ready,1
"Brrr..42 degrees? S'ole right, keep the sweat down today!",1
Whoa.. whats with the cold weather?,1
"It's dead at work today, thank you rainy day and cold afternoon. You are helping me get money but sitting on my ass :3",3
Its may & its freezing ?! Wtf. Get a grip mother nature,1
"@mention  this week seems never ending! It's gloomy and rainy here, that's probably why",1
Storm Chasing for 13 May 2011. More at {link} {link},2
Waking up to sounds of a storm - getting BBB with Douglas then maybe what little yardwork is possible then who knows :),2
"Anthem, AZ @mention:00 PM, Temp:71.6&#xB0;F, Wind:0.0 mph NNE, Baro:29.42 inches, Hum: 25, Rain:0.00 in., Hi:92.8&#xB0;F, Lo:63.0&#xB0;F@mention:09 AM",2
I take it back. It's hotter than hell out there!! Not meant for running. More  like 'laying out and tanning' weather,1
@mention you too! Enjoy the sunshine while we can!,3
Weather: More water in our future! {link} kxlh.com,2
"new blog started, lots happening this summer!  Its finally warm out!  {link}/",3
@mention Weather Channel... It's not very pretty.,1
"Severe t-storm warning for Buncombe, Yancey and McDowell counties until 5 p.m. Details at {link}. #fb",2
"So hot out !! Love this weather. Gonna go tanning, drink a bunch of water and run later. Good day(:",3
RT @mention: I really need to get the fuck out of Michigan.. I wanna live somewhere hot and tropic!,1
"@mention nice weather today, I may have to go sit outside for a bit in the sun.  :)  xx",3
Having a Signature @mention in this finally nice Chicago weather. #cigarchat,3
"@mention That sounds great! Yes, it was good here too. Weather is finally nice. :)",3
"Severe Thunderstorm Warning for Crawford, Dubois, Orange and Perry County in IN until 5:30pmEDT. {link}",2
@mention pleeeeaseee its cold as hell out here. We need tickets and we hungry! We're fine ass girls with mad trees ;),1
It's like 73 degrees on my balcony. #ohyeah,3
Nice sunny day in ipswich,3
@mention Stay safe! This weather has been crazy!,1
@mention it'll probably snow,2
@mention oh be safe. crazy weather out there :(,1
#WEATHER:  7:56 pm : 58.0F. Feels 54F. 29.97% Humidity. 18.4MPH West Wind.,2
Back to the grind. At least it's nice enough to be skirt weather today!,3
@mention why??? This weather is lovely,3
"It's a windows down, stereo up kind of day! Loving this #PureMichigan weather.",3
#WEATHER:  12:56 am: 60.0F. Feels 59F. 29.78% Humidity. 8.1MPH North Wind.,2
Its cold as a motherfucker outside!!! #GAweather,1
Thickety Mtn. South Carolina Current Weather  06:00 AM 62.9&#xB0;F 93 pct hum 0.0 mph N #fb,2
enjoying the nice weather.,3
#WEATHER:  8:51 pm : 69.0F. Feels F. 29.82% Humidity. 10.4MPH Southeast Wind.,2
SPC Severe Thunderstorm Watch 301 Status Reports: WW 0301 Status Reports       STATUS FOR WATCH 0301 HAS NO... {link},2
#WEATHER:  10:53 am: 59.0F. Feels 57F. 30.07% Humidity. 10.4MPH Southeast Wind.,2
I just realized it's like 60 degrees in MAY. wtf? #TuscaloosaTweet,1
Rain go away!! Sunshine if you dont come back I'm Hafta make a mini trip to Cali!!! LoL :),1
